"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"SteveHarvey_1","Teach Yourself Clawhammer Banjo","Harvey","Steve",2009,"","Unknown ISBN","Bill's Music Shelf","Harvey, 2009",
