"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"Iverson_1","http://www.bluesageband.com/Tabs.html","Iverson","Mike","Web",,,,"Iverson, Web","http://www.bluesageband.com/Tabs.html"
