"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"Perlman_6","Clawhammer Banjo From Basic Frailing To Melodic Style","Perlman","Ken",2002,"Homespun Tapes","ISBN Unknown","","Perlman, 2002","http://www.kenperlman.com/"
