"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"Dan_3","Gospel Tunes for Clawhammer Banjo","Levenson","Dan",2008,"Mel Bay Publications, Inc.","ISBN 0786675764","#4 Industrial Drive, Pacific, MO","Levenson, 2008","http://clawdan.com/"
