"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"Spadaro_2","Big Tab Bonanza","Spadaro","Tony","Web",,,,"RSB, Bonanza","http://www.rocketsciencebanjo.com"
