"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"MichaelMiles_1","Teach Yourself Clawhammer Banjo","Miles","Michael",2006,"","Unknown ISBN","Michael Miles","Miles, 2006","http://www.milesmusic.org"
