"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"LyleK_1","http://lylewk.home.comcast.net/~lylewk/","Konigsberg","Lyle","Web",,,,"LyleK, Web","http://lylewk.home.comcast.net/~lylewk/"
