"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"AlecSlater_1","Clawhammer Banjo Solos on Modal Music and in the Irish Tradition","Slater","Alec",1979,"","0871667924","Alec Slater","Slater, 1979",
