"Book ID","Title","Author_Surname","Author_Fname","Date","Publisher","Intl. Std. Book No.","Address","Citation","Web Site"
"Joad_1","http://homepage.ntlworld.com/drcce2001/Page1.html","Joad","Tom","Web",,,,"Joad, Web","http://homepage.ntlworld.com/drcce2001/index.html"
